[regular verb]
aah,aahed
gillnet,gillnetted
gild,gilt
gimbal,gimbaled
gimbaljaw,gimbaljawed
gimball,gimballed
gimbawaw,gimbawawed
gimberjaw,gimberjawed
gimlet,gimleted
gimletey,gimleteyed
gimmal,gimmaled
hack,hackled
gingham,ginghamed
gip,gipped
gipsy,gipsied
gypsy,gypsied
gypsume,gypsumed
gyrate,gyrated
gyrostabilize,gyrostabilized
girth,girthed
gizzen,gizzened
glaciate,glaciated
cheer,cheered
gladden,gladdened
glamorize,glamorized
glasse,glassed
glaze,glazed
gleam,gleamed
glean,gleaned
g,gled
gleet,gleeted
glycerinate,glycerinated
glim,glimed
glimpse,glimpsed
glissad,glissaded
glisten,glistened
gloat,gloated
globalize,globalized
globate,globated
globe,globed
glom,glommed
gloom,gloomed
glory,gloried
glorify,glorified
gloss,glossed
glottalize,glottalized
gloute,glouted
glove,gloved
gloze,glozed
glue,glued
glug,glugged
glunch,glunched
glutt,glutted
gluttonise,gluttonised
gluttonize,gluttonized
gnarl,gnarled
gnash,gnashed
gnom,gnomed
gnosticise,gnosticised
gnosticize,gnosticized
goad,goaded
goal,goaled
gob,gobbed
gobble,gobbled
goblet,gobleted
gobmouth,gobmouthed
gobonate,gobonated
curs,cursed
goddam,goddammed
goddamn,goddamned
godd,godded
empower,empowered
ordain,ordained
godr,godred
send,sent
spe,sped
wrotch,wrought
goggle,goggled
goiter,goitered
goldange,goldanged
braide,braided
broider,broidered
clasp,clasped
emboss,embossed
goldenmouth,goldenmouthed
grave,graved
golf,golfed
gombe,gombeen
gonadectomize,gonadectomized
go,gone
gonge,gonged
pluck,plucked
goodwill,goodwilled
goof,goofed
goose,goosed
step,stepped
gorbelly,gorbellied
go,gored
gorget,gorgeted
gorgonise,gorgonised
gorgonize,gorgonized
gormandise,gormandised
gormandize,gormandized
gorm,gormed
gossip,gossipped
gossipr,gossipred
gotch,gotched
gothicise,gothicised
gothicize,gothicized
gottfry,gottfried
gouge,gouged
gourd,gourded
gowan,gowaned
grab,grabbed
grabble,grabbled
gradate,gradated
graecise,graecised
graft,grafted
graybeard,graybearded
mustach,mustached
speckle,speckled
twig,twigged
grandstand,grandstanded
grangerise,grangerised
grangerize,grangerized
granitize,granitized
granulate,granulated
graph,graphed
graphitize,graphitized
grapple,grappled
carpet,carpeted
gratify,gratified
gratinate,gratinated
gratulate,gratulated
gravel,graveled
ton,toned
gravitate,gravitated
graze,grazed
grease,greased
greatcoate,greatcoated
greaten,greatened
greatmouth,greatmouthed
greave,greaved
grecise,grecised
sheath,sheathed
greensward,greenswarded
twine,twined
grid,gridded
griddle,griddled
griece,grieced
score,scored
grieve,grieved
grift,grifted
grillad,grilladed
grill,grilled
grimace,grimaced
grim,grimed
grip,gripped
grisl,grisled
grit,gritted
grizzl,grizzled
groane,groaned
grog,grogged
groin,groined
groome,groomed
groove,grooved
grosgrain,grosgrained
grosse,grossed
grotto,grottoed
grouch,grouched
group,grouped
grouse,groused
groute,grouted
grove,groved
grovel,groveled
grovell,grovelled
grow,growled
grub,grubbed
grudge,grudged
gruel,grueled
gruell,gruelled
gruff,gruffed
gruft,grufted
grumble,grumbled
gruntle,gruntled
grutch,grutched
guarantee,guaranteed
guaranty,guarantied
guddle,guddled
gudgeon,gudgeoned
guerdon,guerdoned
guernsey,guernseyed
guess,guessed
guesstimate,guesstimated
guest,guested
guestimate,guestimated
guffaw,guffawed
guggle,guggled
guy,guyed
guil,guiled
guillotin,guillotined
guise,guised
gulf,gulfed
gully,gullied
gum,gummed
gumsho,gumshoed
gunate,gunated
gunkhol,gunkholed
gun,gunned
gurge,gurged
gurgle,gurgled
gush,gushed
gusset,gusseted
gussy,gussied
gust,gusted
guttate,guttated
gut,gutted
gutter,guttered
guttle,guttled
gutturalise,gutturalised
gutturalize,gutturalized
guzzl,guzzled
haemagglutinate,haemagglutinated
hail,hailed
meet,met
acquaint,acquainted
admit,admitted
agree,agreed
americanize,americanized
anglicize,anglicized
develop,developed
embrace,embraced
enamor,enamored
famish,famished
flatter,flattered
grecize,grecized
harvest,harvested
heal,healed
hypnotize,hypnotized
hunger,hungered
inclin,inclined
inform,informed
inherit,inherited
insinuate,insinuated
inton,intoned
jell,jelled
language,languaged
lap,lapped
latinize,latinized
masticate,masticated
matur,matured
melt,melted
merite,merited
miseducate,miseducated
mumble,mumbled
mummify,mummified
obliterate,obliterated
open,opened
oxidize,oxidized
petrify,petrified
profess,professed
protest,protested
prove,proved
prove,proven
reclaim,reclaimed
recline,reclined
regain,regained
revealead,revealed
reverse,reversed
ruin,ruined
save,saved
sever,severed
share,shared
shoute,shouted
syllable,syllabled
sleeve,sleeved
smother,smothered
sole,soled
starve,starved
subdue,subdued
submerge,submerged
ten,tented
timber,timbered
track,tracked
train,trained
translate,translated
use,used
verify,verified
vex,vexed
volley,volleyed
whisper,whispered
worste,worsted
hallucinate,hallucinated
halogenate,halogenated
halst,halsted
halve,halved
hamate,hamated
hamm,hammed
hamper,hampered
hold,held
knit,knitted
knot,knotted
lop,lopped
picke,picked
rear,reared
rub,rubbed
shackle,shackled
tailor,tailored
throw,thrown
hardboil,hardboiled
buy,bought
earn,earned
gain,gained
get,got
hardmouth,hardmouthed
presse,pressed
push,pushed
shell,shelled
brain,brained
harken,harkened
harl,harled
harm,harmed
harmonise,harmonised
harness,harnessed
harveyize,harveyized
hash,hashed
hassl,hassled
hasten,hastened
haustellate,haustellated
have,havened
hawknose,hawknosed
hawse,hawsed
hazard,hazarded
headlin,headlined
headquartere,headquartered
heape,heaped
hear,heard
hearken,hearkened
hearse,hearsed
hearten,heartened
heathenise,heathenised
heathenize,heathenized
oppress,oppressed
soften,softened
treat,treated
heav,heaved
forsake,forsaken
guide,guided
touch,touched
heavyhand,heavyhanded
heavyhead,heavyheaded
shot,shotted
shutter,shuttered
hebetate,hebetated
hebraise,hebraised
hebraize,hebraized
s,sed
hecatomb,hecatombed
heckle,heckled
hector,hectored
he,hed
hederate,hederated
hedge,hedged
heede,heeded
heehaw,heehawed
heeze,heezed
heft,hefted
height,heighted
heighten,heightened
heil,heiled
heist,heisted
heize,heized
helice,heliced
helicopt,helicopted
hellbreed,hellbred
brew,brewed
helle,helled
hellenise,hellenised
hellenize,hellenized
hello,helloed
helmet,helmeted
helve,helved
hemagglutinate,hemagglutinated
hemihydrate,hemihydrated
hem,hemmed
hemolyze,hemolyzed
hemorrhage,hemorrhaged
hemstitch,hemstitched
henna,hennaed
peck,pecked
heparinize,heparinized
hepatectomize,hepatectomized
hepatise,hepatised
hepatize,hepatized
heptahydrate,heptahydrated
herbage,herbaged
herbarize,herbarized
herb,herbed
herborize,herborized
herd,herded
herniate,herniated
heroize,heroized
ship,shiped
hers,hersed
hesitate,hesitated
heterochromatize,heterochromatized
heterodyn,heterodyned
heterostyle,heterostyled
heve,heved
hexahydrate,hexahydrated
hex,hexed
hyalinize,hyalinized
hibernate,hibernated
hibernicise,hibernicised
hibernicize,hibernicized
hybridise,hybridised
hybridize,hybridized
hiccough,hiccoughed
hickify,hickified
hidate,hidated
hydrate,hydrated
hydrogenate,hydrogenated
hydrogenise,hydrogenised
hydrogenize,hydrogenized
hydrolyse,hydrolysed
hydrolyze,hydrolyzed
hydrosulphurate,hydrosulphurated
hydrosulphuret,hydrosulphureted
hi,hied
hierarchise,hierarchised
hierarchize,hierarchized
higgle,higgled
highball,highballed
ceile,ceiled
elbow,elbowed
embow,embowed
highhand,highhanded
key,keyed
lineage,lineaged
motive,motived
mounte,mounted
notione,notioned
peak,peaked
place,placed
principle,principled
prize,prized
resolve,resolved
hightail,hightailed
hight,highted
towere,towered
hildebrandsly,hildebrandslied
hill,hilled
hinduize,hinduized
hinny,hinnied
hyperbolize,hyperbolized
hypercarburet,hypercarbureted
hyperdeify,hyperdeified
hyperemphasize,hyperemphasized
hyperimmunize,hyperimmunized
hyperoxygenize,hyperoxygenized
hypersensitise,hypersensitised
hypersensitize,hypersensitized
hypertrophy,hypertrophied
hypertrophyphy,hypertrophyphied
hypervitalize,hypervitalized
hyphenate,hyphenated
hyphen,hyphened
hyphenise,hyphenised
hyphenize,hyphenized
hypnotise,hypnotised
hypo,hypoed
hypophysectomize,hypophysectomized
hyporhin,hyporhined
hyposensitize,hyposensitized
hypostasise,hypostasised
hypostasize,hypostasized
hypostatise,hypostatised
hypostatize,hypostatized
hypothesise,hypothesised
hypothesize,hypothesized
hirple,hirpled
hirsel,hirseled
hirsl,hirsled
hispanicise,hispanicised
hispanicize,hispanicized
hist,histed
hysterectomize,hysterectomized
historiate,historiated
hitch,hitched
hoard,hoarded
hoar-frost,hoar-frosted
hoarhead,hoarheaded
hoaryhead,hoaryheaded
hoarsen,hoarsened
hoax,hoaxed
hob,hobbed
hobble,hobbled
hobnail,hobnailed
hobnob,hobnobbed
hobo,hoboed
hockle,hockled
hocuse,hocused
hocuss,hocussed
ho,hoed
hog,hogged
hogtie,hogtied
hoiden,hoidened
hoyden,hoydened
hoise,hoised
hoist,hoisted
hole,holed
holinsh,holinshed
holyston,holystoned
holla,hollaed
holloa,holloaed
hollo,holloed
holloo,hollooed
hollowface,hollowfaced
forge,forged
holster,holstered
homage,homaged
home,homed
hominize,hominized
homogenize,homogenized
homologate,homologated
homologise,homologised
homologize,homologized
homostyle,homostyled
honcho,honchoed
hondle,hondled
honeycomb,honeycombed
honeylip,honeylipped
honeymoon,honeymooned
honeymouth,honeymouthed
steep,steeped
store,stored
honeysuckle,honeysuckled
hony,honied
hoodoo,hoodooed
plow,plowed
snoute,snouted
hoorah,hoorahed
hooray,hoorayed
hoote,hooted
hop,hopped
hopple,hoppled
hord,horded
hornify,hornified
hornyhand,hornyhanded
knuckle,knuckled
hornswoggle,hornswoggled
horripilate,horripilated
horsesho,horseshoed
horsewhip,horsewhipped
hosanna,hosannaed
hose,hosed
hospitalize,hospitalized
hostage,hostaged
host,hosted
hostel,hosteled
hostess,hostessed
hotb,hotbed
hotblood,hotblooded
hotch,hotched
hotdog,hotdogged
hotfoote,hotfooted
hothead,hotheaded
hotmouth,hotmouthed
hotpress,hotpressed
punche,punched
hott,hotted
hound,hounded
houseclean,housecleaned
house,housed
housel,houseled
housell,houselled
hovel,hoveled
hovell,hovelled
howdy,howdied
howl,howled
hub,hubbed
huddle,huddled
hulverhead,hulverheaded
humanise,humanised
humanize,humanized
humble,humbled
humblemouth,humblemouthed
humfry,humfried
humidfy,humidfied
humidify,humidified
humify,humified
humiliat,humiliated
hum,hummed
humph,humphed
hunch,hunched
hundr,hundred
press,pressed
hurl,hurled
hurrah,hurrahed
scurry,scurried
skurry,skurried
hurtle,hurtled
hush,hushed
husken,huskened
hustle,hustled
hutch,hutched
huzzah,huzzahed
yacht,yachted
yakk,yakked
yaff,yaffed
yank,yanked
yankeefy,yankeefied
yard,yarded
iarovize,iarovized
yarovize,yarovized
yawl,yawled
yawn,yawned
ic,iced
iceskate,iceskated
skate,skated
ichneumon,ichneumoned
ichneumonize,ichneumonized
ichthyize,ichthyized
icicle,icicled
idea,ideaed
idealise,idealised
idealize,idealized
ideate,ideated
identify,identified
ideologise,ideologised
ideologize,ideologized
idiotise,idiotised
idiotize,idiotized
id,idled
idlehead,idleheaded
idolatrise,idolatrised
idolatrize,idolatrized
idolise,idolised
idolize,idolized
yellowbelly,yellowbellied
finn,finned
girt,girted
jerkin,jerkined
label,labeled
legginge,legginged
luster,lustered
papere,papered
py,pyed
ring,ringed
ringlet,ringleted
rump,rumped
seale,sealed
shaft,shafted
splotch,splotched
starch,starched
tinge,tinged
vent,vented
yess,yessed
shade,shaded
tree,treed
ignify,ignified
ignit,ignited
ignore,ignored
yield,yielded
yip,yipped
illapse,illapsed
illbreed,illbred
care,cared
conceale,concealed
content,contented
illegalise,illegalised
illegalize,illegalized
illegitimate,illegitimated
illegitimatise,illegitimatised
illegitimatize,illegitimatized
execute,executed
fardel,fardeled
founde,founded
gender,gendered
illguide,illguided
illhumor,illhumored
illiberalize,illiberalized
intentione,intentioned
invent,invented
yok,yoked
judge,judged
look,looked
mate,mated
noise,noised
occupy,occupied
persuade,persuaded
provide,provided
requit,requited
rewarde,rewarded
serve,served
sort,sorted
support,supported
illtemper,illtempered
illume,illumed
illuminate,illuminated
illusion,illusioned
illustrate,illustrated
illuviate,illuviated
ventilate,ventilated
weave,weaved
wed,wedded
imaginate,imaginated
imagine,imagined
imbalm,imbalmed
imbanner,imbannered
imbase,imbased
imbecilitate,imbecilitated
imb,imbed
imbed,imbedded
imbibe,imbibed
imbitter,imbittered
imblaze,imblazed
imbody,imbodied
imbolden,imboldened
imbosom,imbosomed
imbower,imbowered
imbrangle,imbrangled
imbreed,imbred
imbreviate,imbreviated
imbrown,imbrowned
imbrue,imbrued
imbrute,imbruted
imburse,imbursed
imitate,imitated
immail,immailed
immanacle,immanacled
immantle,immantled
immaterialise,immaterialised
immaterialize,immaterialized
immature,immatured
immerge,immerged
immerit,immerited
immerse,immersed
immesh,immeshed
immingle,immingled
immit,immitted
immix,immixed
immobilise,immobilised
immobilize,immobilized
immodulate,immodulated
immolate,immolated
immonaster,immonastered
immoralise,immoralised
immoralize,immoralized
immortalise,immortalised
immortalize,immortalized
immotion,immotioned
immove,immoved
immunise,immunised
immunize,immunized
immure,immured
impact,impacted
impaint,impainted
impaire,impaired
impal,impaled
impalm,impalmed
impanate,impanated
impanel,impaneled
impanell,impanelled
impapyrate,impapyrated
imparadise,imparadised
imparallel,imparalleled
impark,imparked
imparl,imparled
impart,imparted
impassion,impassioned
impast,impasted
impasto,impastoed
impawn,impawned
impeach,impeached
impearl,impearled
imp,imped
imped,impeded
impell,impelled
impend,impended
imperceive,imperceived
imperfect,imperfected
imperforate,imperforated
imperialise,imperialised
imperialize,imperialized
imperil,imperiled
imperil,imperilled
impermeate,impermeated
impersonalise,impersonalised
impersonalize,impersonalized
impersonate,impersonated
impertur,imperturbed
impetrate,impetrated
impignorate,impignorated
impinge,impinged
implant,implanted
implead,impleaded
impledge,impledged
implement,implemented
imply,implied
implod,imploded
implor,implored
implume,implumed
impos,imposed
impost,imposted
impower,impowered
impregnate,impregnated
impregn,impregned
imprint,imprinted
imprison,imprisoned
impropriate,impropriated
improve,improved
improvide,improvided
improvise,improvised
impulse,impulsed
impute,imputed
inabstract,inabstracted
inaccentuate,inaccentuated
inactivate,inactivated
inaffect,inaffected
inanimate,inanimated
inarch,inarched
inarm,inarmed
inarticulate,inarticulated
inaugurate,inaugurated
inbbreed,inbbred
inbow,inbowed
inbreath,inbreathed
inbreed,inbred
inca,incaged
incalendar,incalendared
incandesce,incandesced
incant,incanted
incapacitate,incapacitated
incapsulate,incapsulated
incarcerate,incarcerated
incardinate,incardinated
incarmin,incarmined
incarnadin,incarnadined
incarnalise,incarnalised
incarnalize,incarnalized
incarnate,incarnated
incase,incased
incastellate,incastellated
incavate,incavated
incendiarize,incendiarized
incense,incensed
incept,incepted
inche,inched
inchoate,inchoated
incinerate,incinerated
incise,incised
incyst,incysted
incite,incited
inclasp,inclasped
inclip,inclipped
inclose,inclosed
incoach,incoached
incoact,incoacted
incoct,incocted
incommix,incommixed
incommod,incommoded
incommunicate,incommunicated
incompact,incompacted
incompar,incompared
incompensate,incompensated
incomplet,incompleted
incompose,incomposed
incomprehend,incomprehended
inconcoct,inconcocted
incondition,inconditioned
inconfirm,inconfirmed
inconfuse,inconfused
inconnect,inconnected
inconsider,inconsidered
inconsume,inconsumed
incontest,incontested
incontract,incontracted
incontroll,incontrolled
inconvenience,inconvenienced
inconvert,inconverted
inconvince,inconvinced
incoordinate,incoordinated
incornish,incornished
incoronate,incoronated
incorporate,incorporated
incorpse,incorpsed
incorrupt,incorrupted
incrassate,incrassated
increase,increased
incredit,incredited
incremate,incremated
increment,incremented
incriminate,incriminated
incrossbreed,incrossbred
incrustate,incrustated
incrust,incrusted
incubate,incubated
inculcate,inculcated
inculpate,inculpated
incultivate,incultivated
incumber,incumbered
incur,incurred
incurvate,incurvated
incurve,incurved
incuse,incused
indagate,indagated
indebt,indebted
indemnify,indemnified
indent,indented
indenture,indentured
indevote,indevoted
index,indexed
indiadem,indiademed
indianise,indianised
indianize,indianized
indict,indicted
indifferentiate,indifferentiated
indigest,indigested
indignify,indignified
indirect,indirected
indisciplin,indisciplined
indiscriminate,indiscriminated
indiscuss,indiscussed
indisperse,indispersed
indispose,indisposed
indispute,indisputed
indistinguish,indistinguished
indistur,indisturbed
indit,indited
individe,individed
individualise,individualised
